report_month,source_file,source_page,source_section,sl_no,project_name,agency,state,legacy_ocms_code,alternate_id,current_project_code,review_status,failure_type,raw_text_reference,notes
2026-05,FlashReport_May2026.pdf,159,Table 6: All Ongoing Projects,1938,"Mobile connectivity in Left Wing Extremism [LWE] affected areas-Phase 1 Multi-States Upgradation (Andhra Pradesh, Bihar, (617413) Chhattisgarh, (-) (9761) Jharkhand,",Department of Telecommunications [DoT],"Madhya Pradesh,",,,,IDENTIFIER_FOUND,VERIFIED_PARSER_FAILURE_WRAPPED_OR_BOUNDARY_IDENTIFIER,FlashReport_May2026.pdf:p159; Table 6: All Ongoing Projects; sl_no=1938,Validation extraction recovered source primary code 617413 at the same report/serial address; the baseline value was blank.
2026-05,FlashReport_May2026.pdf,159,Table 6: All Ongoing Projects,1939,"Maharashtra, Odisha, Telangana, Uttar Pradesh, West Bengal) Mobile connectivity in Left Wing Extremism [LWE] affected areas-Phase2 Multi-States (Andhra Pradesh, (701599) Bihar, (-) (3127) Chhattisgarh, Jharkhand,",Department of Telecommunications [DoT],"Madhya Pradesh,",,,,IDENTIFIER_FOUND,VERIFIED_PARSER_FAILURE_WRAPPED_OR_BOUNDARY_IDENTIFIER,FlashReport_May2026.pdf:p159; Table 6: All Ongoing Projects; sl_no=1939,Validation extraction recovered source primary code 701599 at the same report/serial address; the baseline value was blank.
2026-06,FlashReport_June_2026.pdf,71,Table 6: All Ongoing Projects,245,"Construction of One Tower of Office Complex and another Tower of Residential quarters consisting of 10Nos. Type-V, 10Nos. Type-VI & 1No.Type-VII Quarters i/c internal water supply, sanitary installation and all development and bulk services, Horticulture works on EPC Mode-I basis i/c comprehensive operation and maintenance of Civil, E&M services for 7 years after completion of original construction work for Ranga Reddy, Secunderabad, Medchal, AuditI, Audit-II",,Telangana,,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_June_2026.pdf:p71; Table 6: All Ongoing Projects; sl_no=245,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2026-06,FlashReport_June_2026.pdf,78,Table 6: All Ongoing Projects,401,"(-) (-) Odisha) North East Gas Grid Multi-States (Arunachal (701346) Pradesh, Assam, (-) (-) Manipur,",Ministry of Petroleum & Natural Gas,"Meghalaya,",,,,IDENTIFIER_FOUND,VERIFIED_PARSER_FAILURE_WRAPPED_OR_BOUNDARY_IDENTIFIER,FlashReport_June_2026.pdf:p78; Table 6: All Ongoing Projects; sl_no=401,Validation extraction recovered source primary code 701346 at the same report/serial address; the baseline value was blank.
2026-06,FlashReport_June_2026.pdf,90,Table 6: All Ongoing Projects,653,"New Delhi- Howrah Speed Booster[160Kmph] Project Multi-States (Bihar, Delhi,",705794,"Jharkhand, Uttar,",,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_June_2026.pdf:p90; Table 6: All Ongoing Projects; sl_no=653,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2026-06,FlashReport_June_2026.pdf,108,Table 6: All Ongoing Projects,966,Upgradation of Bilaspur-Takhatpur-Mungeli-Pandariya-Pondi Road on N.H.-130A Package IIIA Takhatpur By-pass from existing Ch. 26.542 to 32.093 [Design Ch. 18.700 to 25.900] & Mungeli By-pass from existing Ch. 45.786 to 56.275 [Design Ch. 29.600 to 51.600] and Package IIIB Pandariya By-Pass from existing Ch. 82.582 to 87.133 [Design Ch. 77.900 to 81.1000 & Pondi By-pass from existing Ch. 103.166 to 104.756 [Design Ch. 97.000 to 103.395] to two lane with paved shoulder configuration,,Chhattisgarh,,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_June_2026.pdf:p108; Table 6: All Ongoing Projects; sl_no=966,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2026-06,FlashReport_June_2026.pdf,108,Table 6: All Ongoing Projects,980,Widening of Existing Road from Intermediate Lane 2-lane to 4-lane Between Km 19.994 to Km 35.180 of NH-848A Rakholi-Khadoli-Velugam Section in U.T. of Dadra Dadra & Nagar and Nagar Haveli and Daman and Diu,MoRTH,Haveli and Daman,,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_June_2026.pdf:p108; Table 6: All Ongoing Projects; sl_no=980,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2026-06,FlashReport_June_2026.pdf,125,Table 6: All Ongoing Projects,1262,"Rehabilitation, upgradation & widening of existing highway to 2L/4LPS Rigid Pavement of NH 160 section- Phaltan to Mhaisal near Karnataka Border including Tasgaon Bypass, from existing chainage Km 301/430 to Km 458/415 in the State of Maharashtra. Package-I starting from existing chainage Km 301/430 at Phaltan Village Junction of Phaltan Baramati Road Design Chainage -301/430km & ending at existing chainage Km 341/300 Dahiwadi Village Bus Stop Design chainage Km",,Maharashtra,,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_June_2026.pdf:p125; Table 6: All Ongoing Projects; sl_no=1262,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2026-06,FlashReport_June_2026.pdf,125,Table 6: All Ongoing Projects,1263,"340466km in the S (617979) (-) (-) Rehabilitation/ Upgradation of existing Highway to four lane standards in Kurkheda town from km.413257 to km 410775, Two lane in Shankarpur Gurnuli km 42400 to km 43100 section and Reconstruction of Major Bridge at Ch. 448558 Bhuti Nallah and Ch. 411695 Sati River bridge, Minor Bridge at Ch. 411477 and Ch. 405800 Lendhari mode in the State of Maharashtra",MoRTH,Maharashtra,,,,PARSER_FAILURE,SOURCE_PRIMARY_TOKEN_NOT_RECOVERED,FlashReport_June_2026.pdf:p125; Table 6: All Ongoing Projects; sl_no=1263,"A numeric parenthetical token remains in extracted source text, but controlled validation did not safely bind it to this serial row."
2026-06,FlashReport_June_2026.pdf,125,Table 6: All Ongoing Projects,1268,"Rehabilitation/Upgradation of existing Highway to 2LPS/4 lane of Dhawali to Rajoli from Design Km.149476 to 163476 existing Km.150000 to 164000, Pandhasala to Mohadongri from design Km.170476 to 181476 existing Km.171000 to , Ambeshivni Fata to Bodli from design Km.183476 to 185476 existing Km.184000 to 186000 and Made Tukum to Gadchiroli from design Km.188476 to 189476 existing Km.188000 to 18900 having length 28 km of NH-930 of Dhawali to Gadchroli road in",,Maharashtra,,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_June_2026.pdf:p125; Table 6: All Ongoing Projects; sl_no=1268,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2026-06,FlashReport_June_2026.pdf,134,Table 6: All Ongoing Projects,1404,Widening/Improvement to 4-Lane with Paved Shoulder from km 55000 Nagabang Gamsuk to km 82514 Oyan in the State of Assam and Arunachal Pradesh on EPC Multi-States mode under Bharatmala Pariyojna of Length 27.514 Km Package-3,NHIDCL,(Arunachal,,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_June_2026.pdf:p134; Table 6: All Ongoing Projects; sl_no=1404,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2026-06,FlashReport_June_2026.pdf,135,Table 6: All Ongoing Projects,1431,(-) (-) Uttarakhand) Delhi-Amritsar-Katra Expressway Phase-II Pkg-XIV from Junction with Pathankot- Gurdaspur road NH-54 near Balsua to Junction with Hiranagar Road near village Multi-States Gurha Baildaran km 423500 to km 468100,NHAI,(Jammu and,,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_June_2026.pdf:p135; Table 6: All Ongoing Projects; sl_no=1431,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2026-06,FlashReport_June_2026.pdf,155,Table 6: All Ongoing Projects,1760,Rehabilitation and Upgradation of road Rishikesh Dharasu Old NH-94 with 2-lane with paved shoulder from km 76.000 to km 110.000 Design Chainage from km 74.733 to km 107.347 32.614 km including construction of Kamand re-alignment from existing Chainage Km 105.200 to Km 108.600 design chainage Km 103.436 to Km 105.949 - total length 2513 mtrs and land slide treatment work between design chainage Km 73.800 to Km 74.00 200m on EPC mode under improvement to NH connectivity to,,Uttarakhand,,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_June_2026.pdf:p155; Table 6: All Ongoing Projects; sl_no=1760,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2026-06,FlashReport_June_2026.pdf,155,Table 6: All Ongoing Projects,1761,Chardham in (618213) (-) (-) Rehabilitation and upgradation to 2 lane / 2 lane with paved shoulder configuration for design chainage km 107.347 to km 129.208 & km 133.878 to km 138.570 existing chainage km 110.000 to km 133.020 & km 137.330 to km 142.028 and land slide treatment at existing km 138.500 Design chainage km 134.970 of NH -94 on EPC mode under improvement to NH connectivity to Chardham in the state of Uttarakhand.,MoRTH,Uttarakhand,,,,PARSER_FAILURE,SOURCE_PRIMARY_TOKEN_NOT_RECOVERED,FlashReport_June_2026.pdf:p155; Table 6: All Ongoing Projects; sl_no=1761,"A numeric parenthetical token remains in extracted source text, but controlled validation did not safely bind it to this serial row."
2026-06,FlashReport_June_2026.pdf,157,Table 6: All Ongoing Projects,1795,"Mobile connectivity in Left Wing Extremism [LWE] affected areas-Phase 1 Multi-States Upgradation (Andhra Pradesh, Bihar, (617413) Chhattisgarh, (-) (-) Jharkhand,",Department of Telecommunications [DoT],"Madhya Pradesh,",,,,IDENTIFIER_FOUND,VERIFIED_PARSER_FAILURE_WRAPPED_OR_BOUNDARY_IDENTIFIER,FlashReport_June_2026.pdf:p157; Table 6: All Ongoing Projects; sl_no=1795,Validation extraction recovered source primary code 617413 at the same report/serial address; the baseline value was blank.
2026-06,FlashReport_June_2026.pdf,157,Table 6: All Ongoing Projects,1796,"Maharashtra, Odisha, Telangana, Uttar Pradesh, West Bengal) Mobile connectivity in Left Wing Extremism [LWE] affected areas-Phase2 Multi-States (Andhra Pradesh, (701599) Bihar, (-) (-) Chhattisgarh, Jharkhand,",Department of Telecommunications [DoT],"Madhya Pradesh,",,,,IDENTIFIER_FOUND,VERIFIED_PARSER_FAILURE_WRAPPED_OR_BOUNDARY_IDENTIFIER,FlashReport_June_2026.pdf:p157; Table 6: All Ongoing Projects; sl_no=1796,Validation extraction recovered source primary code 701599 at the same report/serial address; the baseline value was blank.
2026-07,FlashReport_July_2026-1.pdf,85,Table 6: All Ongoing Projects,634,Mumbai-Ahmedabad High Speed Rail Project- 508 km Multi-States (Dadra & Nagar,705728,Haveli and Daman,,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_July_2026-1.pdf:p85; Table 6: All Ongoing Projects; sl_no=634,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2026-07,FlashReport_July_2026-1.pdf,85,Table 6: All Ongoing Projects,636,"(-) (-) Rajasthan) Western Dedicated Freight Corridor Multi-States (Gujarat, Haryana,",705237,"Maharashtra,",,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_July_2026-1.pdf:p85; Table 6: All Ongoing Projects; sl_no=636,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2026-07,FlashReport_July_2026-1.pdf,100,Table 6: All Ongoing Projects,897,Upgradation of Bilaspur-Takhatpur-Mungeli-Pandariya-Pondi Road on N.H.-130A Package IIIA Takhatpur By-pass from existing Ch. 26.542 to 32.093 [Design Ch. 18.700 to 25.900] & Mungeli By-pass from existing Ch. 45.786 to 56.275 [Design Ch. 29.600 to 51.600] and Package IIIB Pandariya By-Pass from existing Ch. 82.582 to 87.133 [Design Ch. 77.900 to 81.1000 & Pondi By-pass from existing Ch. 103.166 to 104.756 [Design Ch. 97.000 to 103.395] to two lane with paved shoulder configuration,,Chhattisgarh,,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_July_2026-1.pdf:p100; Table 6: All Ongoing Projects; sl_no=897,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2026-07,FlashReport_July_2026-1.pdf,101,Table 6: All Ongoing Projects,911,Widening of Existing Road from Intermediate Lane 2-lane to 4-lane Between Km 19.994 to Km 35.180 of NH-848A Rakholi-Khadoli-Velugam Section in U.T. of Dadra Dadra & Nagar and Nagar Haveli and Daman and Diu,MoRTH,Haveli and Daman,,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_July_2026-1.pdf:p101; Table 6: All Ongoing Projects; sl_no=911,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2026-07,FlashReport_July_2026-1.pdf,117,Table 6: All Ongoing Projects,1188,"Rehabilitation, upgradation & widening of existing highway to 2L/4LPS Rigid Pavement of NH 160 section- Phaltan to Mhaisal near Karnataka Border including Tasgaon Bypass, from existing chainage Km 301/430 to Km 458/415 in the State of Maharashtra. Package-I starting from existing chainage Km 301/430 at Phaltan Village Junction of Phaltan Baramati Road Design Chainage -301/430km & ending at existing chainage Km 341/300 Dahiwadi Village Bus Stop Design chainage Km",,Maharashtra,,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_July_2026-1.pdf:p117; Table 6: All Ongoing Projects; sl_no=1188,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2026-07,FlashReport_July_2026-1.pdf,117,Table 6: All Ongoing Projects,1189,"340466km in the S (617979) (-) (-) Rehabilitation/ Upgradation of existing Highway to four lane standards in Kurkheda town from km.413257 to km 410775, Two lane in Shankarpur Gurnuli km 42400 to km 43100 section and Reconstruction of Major Bridge at Ch. 448558 Bhuti Nallah and Ch. 411695 Sati River bridge, Minor Bridge at Ch. 411477 and Ch. 405800 Lendhari mode in the State of Maharashtra",MoRTH,Maharashtra,,,,PARSER_FAILURE,SOURCE_PRIMARY_TOKEN_NOT_RECOVERED,FlashReport_July_2026-1.pdf:p117; Table 6: All Ongoing Projects; sl_no=1189,"A numeric parenthetical token remains in extracted source text, but controlled validation did not safely bind it to this serial row."
2026-07,FlashReport_July_2026-1.pdf,118,Table 6: All Ongoing Projects,1194,"Rehabilitation/Upgradation of existing Highway to 2LPS/4 lane of Dhawali to Rajoli from Design Km.149476 to 163476 existing Km.150000 to 164000, Pandhasala to Mohadongri from design Km.170476 to 181476 existing Km.171000 to , Ambeshivni Fata to Bodli from design Km.183476 to 185476 existing Km.184000 to 186000 and Made Tukum to Gadchiroli from design Km.188476 to 189476 existing Km.188000 to 18900 having length 28 km of NH-930 of Dhawali to Gadchroli road in",,Maharashtra,,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_July_2026-1.pdf:p118; Table 6: All Ongoing Projects; sl_no=1194,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2026-07,FlashReport_July_2026-1.pdf,126,Table 6: All Ongoing Projects,1329,Widening/Improvement to 4-Lane with Paved Shoulder from km 55000 Nagabang Gamsuk to km 82514 Oyan in the State of Assam and Arunachal Pradesh on EPC Multi-States mode under Bharatmala Pariyojna of Length 27.514 Km Package-3,NHIDCL,(Arunachal,,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_July_2026-1.pdf:p126; Table 6: All Ongoing Projects; sl_no=1329,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2026-07,FlashReport_July_2026-1.pdf,127,Table 6: All Ongoing Projects,1354,"Pradesh, Punjab) (-) (-) Delhi-Amritsar-Katra Expressway Phase-II Pkg-XIV from Junction with Pathankot- Gurdaspur road NH-54 near Balsua to Junction with Hiranagar Road near village Multi-States Gurha Baildaran km 423500 to km 468100",NHAI,(Jammu and,,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_July_2026-1.pdf:p127; Table 6: All Ongoing Projects; sl_no=1354,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
2026-07,FlashReport_July_2026-1.pdf,146,Table 6: All Ongoing Projects,1674,Rehabilitation and Upgradation of road Rishikesh Dharasu Old NH-94 with 2-lane with paved shoulder from km 76.000 to km 110.000 Design Chainage from km 74.733 to km 107.347 32.614 km including construction of Kamand re-alignment from existing Chainage Km 105.200 to Km 108.600 design chainage Km 103.436 to Km 105.949 - total length 2513 mtrs and land slide treatment work between design chainage Km 73.800 to Km 74.00 200m on EPC mode under improvement to NH connectivity to,,Uttarakhand,,,,UNRESOLVED,AMBIGUOUS_OR_MALFORMED_SOURCE_LAYOUT,FlashReport_July_2026-1.pdf:p146; Table 6: All Ongoing Projects; sl_no=1674,No primary or alternate identifier was recovered in controlled validation; no identity was inferred from project text.
